date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:30:57	59163/59163	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Aug%202026%2011:30:56%20GMT	https://www.pltcollege.com/academics/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/index.html	(from https://www.pltcollege.com/)
12:30:59	144821/144821	---M--	200	added ('OK')	image/jpeg	etag:%2235a14af-235b5-6525e3cc1c800%22	https://www.pltcollege.com/assets/images/building.jpg	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/images/building.jpg	(from https://www.pltcollege.com/)
12:30:59	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:30:57%20GMT	https://www.pltcollege.com/academics/md-program/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/md-program/index.html	(from https://www.pltcollege.com/)
12:30:59	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:30:57%20GMT	https://www.pltcollege.com/academics/pre-med/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/pre-med/index.html	(from https://www.pltcollege.com/)
12:30:59	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:30:57%20GMT	https://www.pltcollege.com/academics/curriculum/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/curriculum/index.html	(from https://www.pltcollege.com/)
12:31:00	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:30:59%20GMT	https://www.pltcollege.com/academics/clinical-training/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/clinical-training/index.html	(from https://www.pltcollege.com/)
12:31:01	39012/39012	---M--	200	added ('OK')	image/jpeg	etag:%2235a14a9-9864-6525e3cc1c800%22	https://www.pltcollege.com/assets/images/lounge.jpg	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/images/lounge.jpg	(from https://www.pltcollege.com/)
12:31:01	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:00%20GMT	https://www.pltcollege.com/academics/hospital-rotations/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/hospital-rotations/index.html	(from https://www.pltcollege.com/)
12:31:01	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:00%20GMT	https://www.pltcollege.com/academics/simulation-labs/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/simulation-labs/index.html	(from https://www.pltcollege.com/)
12:31:01	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:00%20GMT	https://www.pltcollege.com/academics/research-publications/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/research-publications/index.html	(from https://www.pltcollege.com/)
12:31:02	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:01%20GMT	https://www.pltcollege.com/academics/academic-calendar/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/academic-calendar/index.html	(from https://www.pltcollege.com/)
12:31:02	43247/43247	---M--	200	added ('OK')	image/jpeg	etag:%2235a14ab-a8ef-6525e3cc1c800%22	https://www.pltcollege.com/assets/images/recreation.jpg	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/images/recreation.jpg	(from https://www.pltcollege.com/)
12:31:02	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:02%20GMT	https://www.pltcollege.com/academics/examination-system/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/examination-system/index.html	(from https://www.pltcollege.com/)
12:31:02	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:02%20GMT	https://www.pltcollege.com/academics/emergency-medicine/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/academics/emergency-medicine/index.html	(from https://www.pltcollege.com/)
12:31:03	40827/40827	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Aug%202026%2011:31:02%20GMT	https://www.pltcollege.com/admissions/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/index.html	(from https://www.pltcollege.com/)
12:31:04	62146/62146	---M--	200	added ('OK')	image/jpeg	etag:%2235a14ae-f2c2-6525e3cc1c800%22	https://www.pltcollege.com/assets/images/medical.jpg	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/images/medical.jpg	(from https://www.pltcollege.com/)
12:31:04	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:03%20GMT	https://www.pltcollege.com/admissions/eligibility/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/eligibility/index.html	(from https://www.pltcollege.com/)
12:31:04	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:03%20GMT	https://www.pltcollege.com/admissions/admission-process/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/admission-process/index.html	(from https://www.pltcollege.com/)
12:31:04	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:03%20GMT	https://www.pltcollege.com/admissions/neet-requirement/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/neet-requirement/index.html	(from https://www.pltcollege.com/)
12:31:05	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:04%20GMT	https://www.pltcollege.com/admissions/documents-required/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/documents-required/index.html	(from https://www.pltcollege.com/)
12:31:05	12436/12436	---M--	200	added ('OK')	application/xml	etag:%223300ce0-3094-6525e4c411100%22	https://www.pltcollege.com/sitemap.xml	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/sitemap.xml	(from https://www.pltcollege.com/)
12:31:05	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:05%20GMT	https://www.pltcollege.com/admissions/student-visa/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/student-visa/index.html	(from https://www.pltcollege.com/)
12:31:05	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:05%20GMT	https://www.pltcollege.com/admissions/scholarships/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/scholarships/index.html	(from https://www.pltcollege.com/)
12:31:05	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:05%20GMT	https://www.pltcollege.com/admissions/education-loans/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/education-loans/index.html	(from https://www.pltcollege.com/)
12:31:06	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:05%20GMT	https://www.pltcollege.com/admissions/apply-online/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/apply-online/index.html	(from https://www.pltcollege.com/)
12:31:06	7471/7471	---M-Z	200	added ('OK')	text/javascript	etag:%2235c0ce9-1d2f-65276b9515e40-gzip%22	https://www.pltcollege.com/assets/js/main.js?v=20260523	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/js/main04c5.js	(from https://www.pltcollege.com/)
12:31:06	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:06%20GMT	https://www.pltcollege.com/admissions/brochure/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/admissions/brochure/index.html	(from https://www.pltcollege.com/)
12:31:06	59558/59558	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Aug%202026%2011:31:06%20GMT	https://www.pltcollege.com/mbbs-fees-philippines/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-fees-philippines/index.html	(from https://www.pltcollege.com/)
12:31:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Aug%202026%2011:31:06%20GMT	https://img1.wsimg.com/traffic-assets/js/tccl.min.js	C:/My%20Web%20Sites/Medcon-ph/img1.wsimg.com/traffic-assets/js/tccl.min.c.delayed	(from https://www.pltcollege.com/)
12:31:07	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:06%20GMT	https://www.pltcollege.com/mbbs-fees-philippines/tuition-fees/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-fees-philippines/tuition-fees/index.html	(from https://www.pltcollege.com/)
12:31:07	106502/106502	---M-Z	200	added ('OK')	text/javascript	etag:%228a37dab530d4cba8ef9134c279c20612%22	https://img1.wsimg.com/signals/js/clients/scc-c2/scc-c2.min.js	C:/My%20Web%20Sites/Medcon-ph/img1.wsimg.com/signals/js/clients/scc-c2/scc-c2.min.js	(from https://www.pltcollege.com/)
12:31:13	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:07%20GMT	https://www.pltcollege.com/mbbs-fees-philippines/hostel-fees/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-fees-philippines/hostel-fees/index.html	(from https://www.pltcollege.com/)
12:31:13	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:07%20GMT	https://www.pltcollege.com/mbbs-fees-philippines/living-expenses/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-fees-philippines/living-expenses/index.html	(from https://www.pltcollege.com/)
12:31:13	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:07%20GMT	https://www.pltcollege.com/mbbs-fees-philippines/food-expenses/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-fees-philippines/food-expenses/index.html	(from https://www.pltcollege.com/)
12:31:17	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:11%20GMT	https://www.pltcollege.com/mbbs-fees-philippines/visa-travel-cost/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-fees-philippines/visa-travel-cost/index.html	(from https://www.pltcollege.com/)
12:31:17	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:15%20GMT	https://www.pltcollege.com/mbbs-fees-philippines/total-cost/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-fees-philippines/total-cost/index.html	(from https://www.pltcollege.com/)
12:31:17	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:15%20GMT	https://www.pltcollege.com/mbbs-fees-philippines/compare-mbbs-cost/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-fees-philippines/compare-mbbs-cost/index.html	(from https://www.pltcollege.com/)
12:31:17	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:15%20GMT	https://www.pltcollege.com/mbbs-fees-philippines/payment-options/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-fees-philippines/payment-options/index.html	(from https://www.pltcollege.com/)
12:31:18	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:17%20GMT	https://www.pltcollege.com/assets/css/images/building.jpg	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/css/images/building.jpg	(from https://www.pltcollege.com/assets/css/home.css?v=20260523)
12:31:20	65499/65499	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Aug%202026%2011:31:19%20GMT	https://www.pltcollege.com/mbbs-in-philippines/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/index.html	(from https://www.pltcollege.com/)
12:31:23	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:18%20GMT	https://www.pltcollege.com/mbbs-in-philippines/why-study/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/why-study/index.html	(from https://www.pltcollege.com/)
12:31:23	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:18%20GMT	https://www.pltcollege.com/mbbs-in-philippines/fees/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/fees/index.html	(from https://www.pltcollege.com/)
12:31:24	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:18%20GMT	https://www.pltcollege.com/mbbs-in-philippines/philippines-vs-russia/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/philippines-vs-russia/index.html	(from https://www.pltcollege.com/)
12:31:24	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:20%20GMT	https://www.pltcollege.com/mbbs-in-philippines/philippines-vs-georgia/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/philippines-vs-georgia/index.html	(from https://www.pltcollege.com/)
12:31:25	12489/12489	---M-Z	200	added ('OK')	text/css	etag:%2235a14b6-30c9-65277abe8a3c0-gzip%22	https://www.pltcollege.com/assets/css/about.css?v=20260523	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/css/about04c5.css	(from https://www.pltcollege.com/about-pltci/)
12:31:31	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:25%20GMT	https://www.pltcollege.com/mbbs-in-philippines/student-visa-guide/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/student-visa-guide/index.html	(from https://www.pltcollege.com/)
12:31:31	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:26%20GMT	https://www.pltcollege.com/mbbs-in-philippines/philippines-vs-kazakhstan/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/philippines-vs-kazakhstan/index.html	(from https://www.pltcollege.com/)
12:31:31	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:26%20GMT	https://www.pltcollege.com/mbbs-in-philippines/climate/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/climate/index.html	(from https://www.pltcollege.com/)
12:31:31	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:26%20GMT	https://www.pltcollege.com/mbbs-in-philippines/english-medium/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/english-medium/index.html	(from https://www.pltcollege.com/)
12:31:39	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:33%20GMT	https://www.pltcollege.com/mbbs-in-philippines/safety/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/safety/index.html	(from https://www.pltcollege.com/)
12:31:40	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:34%20GMT	https://www.pltcollege.com/mbbs-in-philippines/career-opportunities/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/career-opportunities/index.html	(from https://www.pltcollege.com/)
12:31:40	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:34%20GMT	https://www.pltcollege.com/mbbs-in-philippines/medical-colleges/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/mbbs-in-philippines/medical-colleges/index.html	(from https://www.pltcollege.com/)
12:31:40	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:34%20GMT	https://www.pltcollege.com/indian-students/fmge-next-support/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/indian-students/fmge-next-support/index.html	(from https://www.pltcollege.com/)
12:31:43	43924/43924	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Aug%202026%2011:31:41%20GMT	https://www.pltcollege.com/blog/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/blog/index.html	(from https://www.pltcollege.com/)
12:31:47	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:42%20GMT	https://www.pltcollege.com/blog/neet-guidance/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/blog/neet-guidance/index.html	(from https://www.pltcollege.com/)
12:31:47	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:42%20GMT	https://www.pltcollege.com/blog/fmge-next/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/blog/fmge-next/index.html	(from https://www.pltcollege.com/)
12:31:48	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:42%20GMT	https://www.pltcollege.com/blog/mbbs-abroad-news/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/blog/mbbs-abroad-news/index.html	(from https://www.pltcollege.com/)
12:31:49	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:43%20GMT	https://www.pltcollege.com/blog/philippines-education/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/blog/philippines-education/index.html	(from https://www.pltcollege.com/)
12:31:56	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:50%20GMT	https://www.pltcollege.com/blog/medical-career/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/blog/medical-career/index.html	(from https://www.pltcollege.com/)
12:31:56	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:50%20GMT	https://www.pltcollege.com/blog/student-visa/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/blog/student-visa/index.html	(from https://www.pltcollege.com/)
12:31:56	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:50%20GMT	https://www.pltcollege.com/blog/parent-guides/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/blog/parent-guides/index.html	(from https://www.pltcollege.com/)
12:31:56	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:51%20GMT	https://www.pltcollege.com/blog/student-life/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/blog/student-life/index.html	(from https://www.pltcollege.com/)
12:32:01	40509/40509	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Aug%202026%2011:31:59%20GMT	https://www.pltcollege.com/contact-us/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/contact-us/index.html	(from https://www.pltcollege.com/)
12:32:01	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:59%20GMT	https://www.pltcollege.com/indian-students/hostel/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/indian-students/hostel/index.html	(from https://www.pltcollege.com/)
12:32:01	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:31:59%20GMT	https://www.pltcollege.com/indian-students/indian-food/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/indian-students/indian-food/index.html	(from https://www.pltcollege.com/)
12:32:01	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:32:00%20GMT	https://www.pltcollege.com/indian-students/parent-support/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/indian-students/parent-support/index.html	(from https://www.pltcollege.com/)
12:32:01	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:32:01%20GMT	https://www.pltcollege.com/indian-students/testimonials/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/indian-students/testimonials/index.html	(from https://www.pltcollege.com/)
12:32:01	6943/6943	---M-Z	200	added ('OK')	text/css	etag:%2235a14b4-1b1f-65277abe8a3c0-gzip%22	https://www.pltcollege.com/assets/css/academics.css?v=20260523	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/css/academics04c5.css	(from https://www.pltcollege.com/academics/)
12:32:07	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:32:01%20GMT	https://www.pltcollege.com/campus-life/virtual-tour/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/campus-life/virtual-tour/index.html	(from https://www.pltcollege.com/)
12:32:07	13/13	---M--	403	error ('Forbidden')	text/html	date:Sun,%2009%20Aug%202026%2011:32:02%20GMT	https://www.pltcollege.com/campus-life/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/campus-life/index.html	(from https://www.pltcollege.com/)
12:32:07	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:32:02%20GMT	https://www.pltcollege.com/indian-students/alumni/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/indian-students/alumni/index.html	(from https://www.pltcollege.com/)
12:32:07	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:32:02%20GMT	https://www.pltcollege.com/privacy-policy/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/privacy-policy/index.html	(from https://www.pltcollege.com/)
12:32:09	13/13	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Aug%202026%2011:32:09%20GMT	https://www.pltcollege.com/disclaimer/	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/disclaimer/index.html	(from https://www.pltcollege.com/)
12:32:09	10871/10871	---M-Z	200	added ('OK')	text/css	etag:%2235a14b5-2a77-65277abe8a3c0-gzip%22	https://www.pltcollege.com/assets/css/fees.css?v=20260523	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/css/fees04c5.css	(from https://www.pltcollege.com/mbbs-fees-philippines/)
12:32:10	7617/7617	---M-Z	200	added ('OK')	text/css	etag:%2235a14b7-1dc1-65277abe8a3c0-gzip%22	https://www.pltcollege.com/assets/css/mbbs-ph.css?v=20260523	C:/My%20Web%20Sites/Medcon-ph/www.pltcollege.com/assets/css/mbbs-ph04c5.css	(from https://www.pltcollege.com/mbbs-in-philippines/)
